Pclass,Sex,Age,SibSp,Parch,Fare,Family_Size,Is_Alone,Age_Class,Fare_Per_Person,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Age_Group_Teenager,Age_Group_Young_Adult,Age_Group_Adult,Age_Group_Senior,Fare_Group_Medium,Fare_Group_High,Fare_Group_Very_High
1,1,-0.7836884542799698,3,2,4.647001076532463,2.5396987052416584,0,-1.3644109581659924,0.6676772174115899,False,True,False,True,False,False,False,True,False,False,False,False,True
3,0,-0.6328695994474642,0,0,-0.48977642625839407,-0.5609748304808925,1,-0.028298830329251314,-0.3360355238244626,True,False,True,False,False,False,False,True,False,False,False,False,False
3,1,0.04581524729881069,0,0,-0.4894421904510968,-0.5609748304808925,1,0.7915881572069308,-0.33557211030396283,False,True,False,True,False,False,False,True,False,False,False,False,False
1,1,0.7999095214613384,0,0,-0.09027201697708476,-0.5609748304808925,1,-0.7267210789711842,0.21787204896761117,False,False,False,False,False,True,False,False,True,False,False,True,False
1,0,0.42286238438007456,1,0,2.301728820789,0.059159876663617626,0,-0.8785520025889957,1.48917725126591,False,False,False,False,True,False,False,True,False,False,False,False,True
3,0,-0.6328695994474642,0,0,-0.49237782784290063,-0.5609748304808925,1,-0.028298830329251314,-0.33964233267076216,True,False,True,False,False,False,False,True,False,False,False,False,False
2,1,2.7605546342839102,0,0,-0.43700743807979686,-0.5609748304808925,1,2.066967915596547,-0.2628720205397746,False,True,False,True,False,False,False,False,False,True,True,False,False
1,1,-0.10500360753369486,1,0,1.0060617003323709,0.059159876663617626,0,-1.0911152956539318,0.5909645993333553,False,False,False,True,False,False,False,True,False,False,False,False,True
1,1,0.950728376293844,1,0,0.39858208016340624,0.059159876663617626,0,-0.6659887095240596,0.1698333751076099,False,True,False,True,False,False,False,False,True,False,False,False,True
3,1,0.04581524729881069,0,0,-0.5028639729296732,-0.5609748304808925,1,0.7915881572069308,-0.3541812339645143,False,False,False,True,False,False,False,True,False,False,False,False,False
3,1,-0.6328695994474642,0,0,-0.4863374216869257,-0.5609748304808925,1,-0.028298830329251314,-0.3312673895291999,False,True,False,True,False,False,False,True,False,False,True,False,False
3,0,-0.8590978816962226,2,0,-0.2859972841804228,0.6792945838081278,0,-0.301594492841312,-0.38849616766320877,False,True,True,False,False,False,True,False,False,False,False,True,False
3,0,-1.1607355913612336,1,0,-0.42207354059350805,0.059159876663617626,0,-0.6659887095240596,-0.39908069997028656,False,False,True,False,False,False,True,False,False,False,True,False,False
3,0,0.7999095214613384,1,0,-0.4576454924460446,0.059159876663617626,0,1.7025736989137998,-0.4237407200506167,False,True,False,False,True,False,False,False,True,False,True,False,False
2,0,-0.18041303494994762,1,0,-0.22559322262067316,0.059159876663617626,0,-0.301594492841312,-0.2628720205397746,False,True,False,False,True,False,False,True,False,False,False,True,False
3,1,0.04581524729881069,0,0,-0.4894421904510968,-0.5609748304808925,1,0.7915881572069308,-0.33557211030396283,False,False,False,True,False,False,False,True,False,False,False,False,False
2,0,-1.9902392929400141,1,2,0.18876253192945994,1.299429290952638,0,-1.7591713595723024,-0.2658088339347491,False,False,True,False,False,False,False,False,False,False,False,False,True
3,0,-0.7836884542799698,0,0,-0.48977642625839407,-0.5609748304808925,1,-0.21049593867062513,-0.3360355238244626,True,False,True,False,False,False,False,True,False,False,False,False,False
3,1,0.04581524729881069,0,0,-0.4863374216869257,-0.5609748304808925,1,0.7915881572069308,-0.3312673895291999,False,True,False,True,False,False,False,True,False,False,True,False,False
3,1,0.04581524729881069,1,0,-0.3363340021468808,0.059159876663617626,0,0.7915881572069308,-0.33964233267076216,True,False,False,True,False,False,False,True,False,False,False,True,False
3,0,-0.6328695994474642,0,0,-0.49237782784290063,-0.5609748304808925,1,-0.028298830329251314,-0.33964233267076216,True,False,True,False,False,False,False,True,False,False,False,False,False
3,1,0.04581524729881069,2,0,-0.21191774308354583,0.6792945838081278,0,0.7915881572069308,-0.35425940010050216,False,False,False,True,False,False,False,True,False,False,False,True,False
3,0,-0.8590978816962226,1,0,-0.29002422161773944,0.059159876663617626,0,-0.301594492841312,-0.30753838396144006,False,True,False,False,True,False,True,False,False,False,False,True,False
3,1,-1.6886015832750032,4,1,0.1506737441786005,2.5396987052416584,0,-1.303678588718868,-0.37133916608848055,False,True,False,False,False,False,False,False,False,False,False,False,True
3,1,-0.6328695994474642,0,0,-0.4913710934835715,-0.5609748304808925,1,-0.028298830329251314,-0.3382465088138351,False,True,False,True,False,False,False,True,False,False,False,False,False
1,0,1.4785943682076135,1,0,0.8964967865378598,0.059159876663617626,0,-0.45342541645912354,0.5150094483348132,False,False,False,False,True,False,False,False,True,False,False,False,True
2,0,-0.029594180117442085,1,0,-0.12491978668775715,0.059159876663617626,0,-0.18012975394706282,-0.19308082769342225,False,True,False,False,True,False,False,True,False,False,False,True,False
1,1,2.6851452068676576,0,1,0.5995101505357573,0.059159876663617626,0,0.032433539117873285,0.30912542943807375,False,False,False,True,False,False,False,False,False,True,False,False,True
1,1,0.04581524729881069,0,0,0.06635974158478332,-0.5609748304808925,1,-1.0303829262068072,0.4350399079237488,False,True,False,True,False,False,False,True,False,False,False,False,True
2,0,-0.6328695994474642,0,0,-0.43700743807979686,-0.5609748304808925,1,-0.6659887095240596,-0.2628720205397746,False,True,True,False,False,False,False,True,False,False,True,False,False
3,1,-0.06729889382556847,0,0,-0.5028639729296732,-0.5609748304808925,1,0.6549403259509005,-0.3541812339645143,False,False,False,True,False,False,False,True,False,False,False,False,False
2,0,-1.8394204381075085,1,2,-0.08968408411123653,1.299429290952638,0,-1.6377066206780533,-0.36232447034582665,False,True,True,False,False,False,False,False,False,False,False,True,False
3,1,-1.386963873609992,5,2,0.2958951755118318,3.779968119530679,0,-0.9392843720361204,-0.3923346832697581,False,True,False,False,False,False,False,False,False,False,False,False,True
3,1,-0.5574601720312115,0,0,-0.5028639729296732,-0.5609748304808925,1,0.06279972384143559,-0.3541812339645143,False,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0.6490906666288329,0,0,0.962353321387736,-0.5609748304808925,1,-0.7874534484183089,1.6773231405888203,False,True,True,False,False,False,False,False,True,False,False,False,True
1,1,1.1769566585426023,1,0,1.0323213593611125,0.059159876663617626,0,-0.5748901553533727,0.6091689340753977,False,True,False,True,False,False,False,False,True,False,False,False,True
3,1,-1.9148298655237614,3,2,-0.08666388103324908,2.5396987052416584,0,-1.5769742512309286,-0.4261834118002391,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1,0.04581524729881069,0,0,-0.09027201697708476,-0.5609748304808925,1,-1.0303829262068072,0.21787204896761117,False,False,False,True,False,False,False,True,False,False,False,True,False
3,1,-1.9525345792318878,1,1,-0.3414522396297103,0.6792945838081278,0,-1.622523528316272,-0.4141253547748653,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,-0.029594180117442085,0,0,-0.43700743807979686,-0.5609748304808925,1,-0.18012975394706282,-0.2628720205397746,False,True,False,False,True,False,False,True,False,False,True,False,False
3,1,-0.7836884542799698,0,0,-0.4841568350646187,-0.5609748304808925,1,-0.21049593867062513,-0.32824403505509586,False,True,False,True,False,False,False,True,False,False,True,False,False
3,0,-0.9345073091124754,4,2,-0.4888542575852486,3.1598334123861687,0,-0.3926930470119989,-0.5243895903054634,False,True,True,False,False,False,True,False,False,False,True,False,False
3,1,-0.25582246236620043,2,0,-0.47400492578514347,0.6792945838081278,0,0.4271939405241832,-0.47538620275691745,False,True,False,True,False,False,False,True,False,False,True,False,False
2,1,0.19663410213131624,0,0,-0.43700743807979686,-0.5609748304808925,1,0.0020673543943109853,-0.2628720205397746,False,True,False,True,False,False,False,True,False,False,True,False,False
3,0,-1.009916736528728,5,2,0.2958951755118318,3.779968119530679,0,-0.4837916011826858,-0.3923346832697581,False,True,True,False,False,False,True,False,False,False,False,False,True
2,1,-0.6328695994474642,0,0,0.8314778546749452,-0.5609748304808925,1,-0.6659887095240596,1.4958660391883043,False,True,False,True,False,False,False,True,False,False,False,False,True
3,1,-0.25582246236620043,1,0,-0.3573908580066095,0.059159876663617626,0,0.4271939405241832,-0.3542398585665052,False,False,False,True,False,False,False,True,False,False,True,False,False
3,1,0.19663410213131624,0,0,0.48910360681684706,-0.5609748304808925,1,0.9737852655483046,1.0211686786291265,False,True,False,True,False,False,False,True,False,False,False,False,True
3,1,-0.33123188978245316,0,0,-0.494391296561559,-0.5609748304808925,1,0.3360953863534963,-0.34243398038461625,False,True,False,True,False,False,False,True,False,False,False,False,False
3,1,0.04581524729881069,0,0,-0.4894421904510968,-0.5609748304808925,1,0.7915881572069308,-0.33557211030396283,False,True,False,True,False,False,False,True,False,False,False,False,False
3,1,0.04581524729881069,0,0,-0.4863374216869257,-0.5609748304808925,1,0.7915881572069308,-0.3312673895291999,False,True,False,True,False,False,False,True,False,False,True,False,False
2,1,-2.1538777504332827,0,2,-0.06451572512800753,0.6792945838081278,0,-1.890960601272563,-0.2861357514885587,False,True,False,False,False,False,False,False,False,False,False,True,False
3,0,0.04581524729881069,0,0,-0.397241430886295,-0.5609748304808925,1,0.7915881572069308,-0.20773697819115625,False,True,True,False,False,False,False,True,False,False,True,False,False
3,1,-0.5574601720312115,0,0,-0.46720946885967163,-0.5609748304808925,1,0.06279972384143559,-0.30474673624758597,False,True,False,True,False,False,False,True,False,False,True,False,False
3,1,-0.029594180117442085,0,0,-0.45714212526638004,-0.5609748304808925,1,0.7004896030362439,-0.2907884976783155,False,True,False,True,False,False,False,True,False,False,True,False,False
3,0,-0.6328695994474642,0,0,-0.49162277707340374,-0.5609748304808925,1,-0.028298830329251314,-0.3385954647780669,True,False,True,False,False,False,False,True,False,False,False,False,False
1,1,-0.10500360753369486,0,0,0.29992211294914856,-0.5609748304808925,1,-1.0911152956539318,0.7588710427308236,False,True,False,True,False,False,False,True,False,False,False,False,True
2,0,-0.9345073091124754,0,0,-0.43700743807979686,-0.5609748304808925,1,-0.908918187312558,-0.2628720205397746,False,True,True,False,False,False,True,False,False,False,True,False,False
3,0,0.272043529547569,3,0,-0.32928686163157667,1.299429290952638,0,1.0648838197189916,-0.44537598983298593,False,True,False,False,True,False,False,True,False,False,False,True,False
3,1,-1.009916736528728,1,3,0.04370821849987721,1.9195639980971482,0,-0.4837916011826858,-0.3640692501669855,False,True,False,True,False,False,True,False,False,False,False,False,True
3,1,0.04581524729881069,0,0,-0.4863374216869257,-0.5609748304808925,1,0.7915881572069308,-0.3312673895291999,False,True,False,True,False,False,False,True,False,False,True,False,False
1,0,-0.4820507446149587,3,2,4.647001076532463,2.5396987052416584,0,-1.2429462192717433,0.6676772174115899,False,True,True,False,False,False,False,True,False,False,False,False,True
3,1,-0.40664131719870594,0,0,-0.4863374216869257,-0.5609748304808925,1,0.2449968321828094,-0.3312673895291999,False,True,False,True,False,False,False,True,False,False,True,False,False
3,1,-0.029594180117442085,0,0,-0.4863374216869257,-0.5609748304808925,1,0.7004896030362439,-0.3312673895291999,False,True,False,True,False,False,False,True,False,False,True,False,False
3,1,-0.708279026863717,0,0,-0.4902797934380587,-0.5609748304808925,1,-0.11939738449993822,-0.33673343575292625,False,True,False,True,False,False,False,True,False,False,False,False,False
1,1,1.252366085958855,1,0,0.5833178351003071,0.059159876663617626,0,-0.5445239706298104,0.2979002139806664,False,True,False,True,False,False,False,False,True,False,False,False,True
3,1,-0.25582246236620043,1,2,-0.23415046467497105,1.299429290952638,0,0.4271939405241832,-0.4123996512130844,False,True,False,True,False,False,False,True,False,False,False,True,False
3,1,2.232688642370141,0,0,-0.5024451714361923,-0.5609748304808925,1,3.4334462281568507,-0.35360057124003264,False,True,False,True,False,False,False,False,True,False,False,False,False
3,1,0.04581524729881069,0,0,-0.4863374216869257,-0.5609748304808925,1,0.7915881572069308,-0.3312673895291999,False,True,False,True,False,False,False,True,False,False,True,False,False
1,1,3.137601771365174,0,0,0.0493298231623713,-0.5609748304808925,1,0.2146306474592471,0.4114281515599709,False,False,False,True,False,False,False,False,False,True,False,False,True
1,1,-0.4820507446149587,0,1,0.6272778976347743,0.059159876663617626,0,-1.2429462192717433,0.32837523624895465,False,False,False,True,False,False,False,True,False,False,False,False,True
2,0,0.3474529569638218,0,1,-0.18532384824750675,0.059159876663617626,0,0.12353209328856019,-0.23495554340123365,False,True,False,False,True,False,False,True,False,False,False,True,False
2,1,0.3474529569638218,1,0,-0.12491978668775715,0.059159876663617626,0,0.12353209328856019,-0.19308082769342225,False,True,False,True,False,False,False,True,False,False,False,True,False
3,0,-0.10500360753369486,0,0,-0.4894421904510968,-0.5609748304808925,1,0.609391048865557,-0.33557211030396283,False,True,True,False,False,False,False,True,False,False,False,False,False
3,1,0.04581524729881069,0,0,-0.4894421904510968,-0.5609748304808925,1,0.7915881572069308,-0.33557211030396283,False,True,False,True,False,False,False,True,False,False,False,False,False
1,1,-0.6328695994474642,0,1,0.907737982394129,0.059159876663617626,0,-1.303678588718868,0.5228023329280368,False,True,False,True,False,False,False,True,False,False,False,False,True
3,1,0.272043529547569,0,0,-0.4741720436887921,-0.5609748304808925,1,1.0648838197189916,-0.31440025404209343,False,True,False,True,False,False,False,True,False,False,True,False,False
3,1,0.5736812392125801,2,0,-0.4888542575852486,0.6792945838081278,0,1.4292780364017392,-0.48224900338680876,False,True,False,True,False,False,False,False,True,False,True,False,False
3,1,-0.10500360753369486,0,0,-0.4894421904510968,-0.5609748304808925,1,0.609391048865557,-0.33557211030396283,False,True,False,True,False,False,False,True,False,False,False,False,False
3,0,-0.6328695994474642,0,0,-0.494391296561559,-0.5609748304808925,1,-0.028298830329251314,-0.34243398038461625,False,True,True,False,False,False,False,True,False,False,False,False,False
3,1,0.04581524729881069,0,0,-0.4918744606632361,-0.5609748304808925,1,0.7915881572069308,-0.33894442074229864,False,True,False,True,False,False,False,True,False,False,False,False,False
3,1,0.6490906666288329,0,0,-0.4894421904510968,-0.5609748304808925,1,1.520376590572426,-0.33557211030396283,False,True,False,True,False,False,False,False,True,False,False,False,False
3,0,-0.6328695994474642,1,0,-0.1621689579829361,0.059159876663617626,0,-0.028298830329251314,-0.21890356904657263,True,False,True,False,False,False,False,True,False,False,False,True,False
1,1,1.327775513375108,0,0,0.39858208016340624,-0.5609748304808925,1,-0.5141577859062482,0.8956617807096742,False,True,False,True,False,False,False,False,True,False,False,False,True
3,0,-1.1230308776531073,1,0,-0.3573908580066095,0.059159876663617626,0,-0.6204394324387161,-0.3542398585665052,False,False,True,False,False,False,True,False,False,False,True,False,False
3,1,-0.5574601720312115,0,0,-0.4863374216869257,-0.5609748304808925,1,0.06279972384143559,-0.3312673895291999,False,True,False,True,False,False,False,True,False,False,True,False,False
3,0,-0.708279026863717,1,0,-0.4505983519307405,0.059159876663617626,0,-0.11939738449993822,-0.4188553365513721,False,True,True,False,False,False,False,True,False,False,True,False,False
3,0,-0.9345073091124754,0,0,-0.3573083057891445,-0.5609748304808925,1,-0.3926930470119989,-0.152370229082288,False,False,True,False,False,False,True,False,False,False,False,True,False
3,1,-0.6328695994474642,0,0,-0.4888542575852486,-0.5609748304808925,1,-0.028298830329251314,-0.3347569491715175,False,True,False,True,False,False,False,True,False,False,True,False,False
3,1,3.099897057657048,0,0,-0.49237782784290063,-0.5609748304808925,1,4.48107960111975,-0.33964233267076216,True,False,False,True,False,False,False,False,False,True,False,False,False
2,1,-0.029594180117442085,1,0,-0.22559322262067316,0.059159876663617626,0,-0.18012975394706282,-0.2628720205397746,False,True,False,True,False,False,False,True,False,False,False,True,False
1,1,-0.40664131719870594,0,1,4.335332226633905,0.059159876663617626,0,-1.212580034548181,2.8989593467622274,False,False,False,True,False,False,False,True,False,False,False,False,True
3,0,-2.065648720356267,4,2,-0.01870931177853076,3.1598334123861687,0,-1.7591713595723024,-0.4312681987076162,False,True,True,False,False,False,False,False,False,False,False,False,True
2,1,-0.6328695994474642,2,0,0.8314778546749452,0.6792945838081278,0,-0.6659887095240596,0.1279586593997985,False,True,False,True,False,False,False,True,False,False,False,False,True
3,1,0.04581524729881069,0,0,-0.4863374216869257,-0.5609748304808925,1,0.7915881572069308,-0.3312673895291999,False,True,False,True,False,False,False,True,False,False,True,False,False
2,1,0.23433881583944263,1,0,-0.04295550208861426,0.059159876663617626,0,0.032433539117873285,-0.13625963012563605,False,False,False,True,False,False,False,True,False,False,False,True,False
2,0,0.23433881583944263,0,0,-0.3866707201133388,-0.5609748304808925,1,0.032433539117873285,-0.19308082769342225,False,True,True,False,False,False,False,True,False,False,True,False,False
1,1,1.8556415052888773,0,1,0.907737982394129,0.059159876663617626,0,-0.301594492841312,0.5228023329280368,False,True,False,True,False,False,False,False,True,False,False,False,True
3,1,-1.3115544461937392,1,0,-0.42207354059350805,0.059159876663617626,0,-0.8481858178654335,-0.39908069997028656,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,0.04581524729881069,0,0,-0.49237782784290063,-0.5609748304808925,1,0.7915881572069308,-0.33964233267076216,True,False,False,True,False,False,False,True,False,False,False,False,False
3,1,-0.40664131719870594,0,0,-0.5046257580584992,-0.5609748304808925,1,0.2449968321828094,-0.3566239257141366,False,True,False,True,False,False,False,True,False,False,False,False,False
3,0,-0.6328695994474642,1,1,-0.19824427701513722,0.6792945838081278,0,-0.028298830329251314,-0.3479400402255745,False,False,True,False,False,False,False,True,False,False,False,True,False
3,1,1.1769566585426023,0,0,-0.5079822104125026,-0.5609748304808925,1,2.1580664697672343,-0.3612776024531314,False,True,False,True,False,False,False,False,True,False,False,False,False
3,1,0.272043529547569,0,0,-0.4894421904510968,-0.5609748304808925,1,1.0648838197189916,-0.33557211030396283,False,False,False,True,False,False,False,True,False,False,False,False,False
3,1,-0.708279026863717,0,0,-0.5064721088735089,-0.5609748304808925,1,-0.11939738449993822,-0.35918386666774077,False,True,False,True,False,False,False,True,False,False,False,False,False
3,0,1.327775513375108,1,0,-0.35646868933346404,0.059159876663617626,0,2.340263578108608,-0.35360057124003264,False,True,False,False,True,False,False,False,True,False,False,True,False
2,0,-0.029594180117442085,1,0,-0.12491978668775715,0.059159876663617626,0,-0.18012975394706282,-0.19308082769342225,False,True,False,False,True,False,False,True,False,False,False,True,False
2,1,-0.33123188978245316,0,0,-0.3866707201133388,-0.5609748304808925,1,-0.4230592317355612,-0.19308082769342225,False,True,False,True,False,False,False,True,False,False,True,False,False
2,1,-0.4820507446149587,0,0,-0.3454791770670269,-0.5609748304808925,1,-0.5445239706298104,-0.1359692987633952,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,-0.7836884542799698,0,2,-0.11921562980779811,0.6792945838081278,0,-1.3644109581659924,-0.3114159826359834,False,True,True,False,False,False,False,True,False,False,False,True,False
1,1,0.5736812392125801,1,0,0.4207302360686478,0.059159876663617626,0,-0.8178196331418711,0.18518743753380743,False,True,False,True,False,False,False,False,True,False,False,False,True
3,1,-1.009916736528728,0,0,-0.4628462821463391,-0.5609748304808925,1,-0.4837916011826858,-0.2986972356516642,False,True,False,True,False,False,True,False,False,False,True,False,False
1,1,-0.40664131719870594,0,0,0.9462455716384695,-0.5609748304808925,1,-1.212580034548181,1.6549899588779877,False,False,False,True,False,False,False,True,False,False,False,False,True
3,0,0.42286238438007456,0,2,-0.3414522396297103,0.6792945838081278,0,1.2470809280603654,-0.4141253547748653,False,False,False,False,True,False,False,True,False,False,False,True,False
3,0,-0.5574601720312115,0,0,-0.49237782784290063,-0.5609748304808925,1,0.06279972384143559,-0.33964233267076216,False,True,True,False,False,False,False,True,False,False,False,False,False
3,0,-0.40664131719870594,1,0,-0.32928686163157667,0.059159876663617626,0,0.2449968321828094,-0.3347569491715175,False,True,False,False,True,False,False,True,False,False,False,True,False
3,1,-0.7836884542799698,0,0,-0.5125125150294839,-0.5609748304808925,1,-0.21049593867062513,-0.3675588098093031,True,False,False,True,False,False,False,True,False,False,False,False,False
2,1,-0.8590978816962226,0,0,-0.41687275089321363,-0.5609748304808925,1,-0.8481858178654335,-0.23495554340123365,False,True,False,True,False,False,True,False,False,False,True,False,False
2,1,-0.7836884542799698,1,1,0.09152810056801232,0.6792945838081278,0,-0.7874534484183089,-0.21401818554732793,False,True,False,True,False,False,False,True,False,False,False,False,True
3,1,-0.18041303494994762,0,0,-0.49145565916975514,-0.5609748304808925,1,0.5182924946948702,-0.338363758017817,False,True,False,True,False,False,False,True,False,False,False,False,False
3,0,-1.5377827284424976,2,2,0.04370821849987721,1.9195639980971482,0,-1.1214814803774942,-0.3640692501669855,False,True,True,False,False,False,False,False,False,False,False,False,True
2,1,0.5359765255044537,0,2,-0.12491978668775715,0.6792945838081278,0,0.2753630169063717,-0.31405222862709964,False,True,False,True,False,False,False,False,True,False,False,True,False
2,1,0.950728376293844,0,0,-0.3866707201133388,-0.5609748304808925,1,0.609391048865557,-0.19308082769342225,False,True,False,False,False,True,False,False,True,False,True,False,False
2,1,1.629413223040119,0,0,-0.39623469652696586,-0.5609748304808925,1,1.1559823738896784,-0.20634115433422917,False,True,False,False,False,True,False,False,True,False,True,False,False
1,0,-0.5574601720312115,1,0,0.6925485130875209,0.059159876663617626,0,-1.2733124039953057,0.37362365821895865,False,True,False,False,True,False,False,True,False,False,False,False,True
3,1,1.9687556464132565,0,0,-0.4863374216869257,-0.5609748304808925,1,3.1146012885594465,-0.3312673895291999,False,True,False,True,False,False,False,False,True,False,True,False,False
3,1,0.8376142351694648,0,2,-0.35646868933346404,0.6792945838081278,0,1.7481229759991432,-0.4210653909915066,False,True,False,True,False,False,False,False,True,False,False,True,False
3,1,0.04581524729881069,0,0,-0.5011867534870308,-0.5609748304808925,1,0.7915881572069308,-0.3518557914188738,False,True,False,True,False,False,False,True,False,False,False,False,False
1,1,1.629413223040119,0,1,0.5874293382238074,0.059159876663617626,0,-0.3926930470119989,0.3007504862965114,False,False,False,True,False,False,False,False,True,False,False,False,True
3,0,-1.009916736528728,0,0,-0.49271407711891657,-0.5609748304808925,1,-0.4837916011826858,-0.34010853783897577,True,False,True,False,False,False,True,False,False,False,False,False,False
3,1,0.04581524729881069,0,0,-0.4863374216869257,-0.5609748304808925,1,0.7915881572069308,-0.3312673895291999,False,True,False,True,False,False,False,True,False,False,True,False,False
3,1,0.04581524729881069,0,0,-0.47400492578514347,-0.5609748304808925,1,0.7915881572069308,-0.31416854728184357,False,True,False,True,False,False,False,True,False,False,True,False,False
3,1,-1.9525345792318878,8,2,0.7519458402879414,5.64037224096421,0,-1.622523528316272,-0.3794867591321342,False,True,False,False,False,False,False,False,False,False,False,False,True
3,1,1.1015472311263494,0,1,-0.32425318983493084,0.059159876663617626,0,2.066967915596547,-0.3312673895291999,False,True,False,True,False,False,False,False,True,False,False,True,False
2,0,0.7999095214613384,0,0,-0.331300330350235,-0.5609748304808925,1,0.4879263099713078,-0.11631051556243467,False,True,False,False,True,False,False,False,True,False,False,True,False
